offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
18, 0, 0, 7864320, 1769472000, 0.0, 0.0, 0.0, 30720.0, 122880.0, 491520.0, 27000.0, 6912000.0, 27648000.0, 110592000.0, 1.8738350204026752e+25
19, 0, 30720, 6912000, 6912000, 120.0, 480.0, 1920.0, 27000.0, 108000.0, 432000.0, 105.46875, 27000.0, 108000.0, 432000.0, 9.685774985413136e-39
20, 120, 27000, 27000, 27000, 105.46875, 421.875, 1687.5, 105.46875, 421.875, 1687.5, 0.4119873046875, 105.46875, 421.875, 1687.5, 3.783505853677006e-41
21, 105, 105, 105, 105, 0.41015625, 1.640625, 6.5625, 0.41015625, 1.640625, 6.5625, 0.0016021728515625, 0.41015625, 1.640625, 6.5625, 1.471363387541058e-43
22, 0, 0, 0, 2415919104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 36864.0, 9437184.0, 37748736.0, 150994944.0, -2.524354896707238e-29
23, 0, 0, 9437184, 26214400, 0.0, 0.0, 0.0, 36864.0, 147456.0, 589824.0, 400.0, 102400.0, 409600.0, 1638400.0, 5.289724578700294e-38
24, 0, 36864, 102400, 102400, 144.0, 576.0, 2304.0, 400.0, 1600.0, 6400.0, 1.5625, 400.0, 1600.0, 6400.0, 1.4349296274686127e-40
25, 144, 400, 400, 400, 1.5625, 6.25, 25.0, 1.5625, 6.25, 25.0, 0.006103515625, 1.5625, 6.25, 25.0, 5.605193857299268e-43
26, 1, 1, 1, 3858759681, 0.00390625, 0.015625, 0.0625, 0.00390625, 0.015625, 0.0625, 58880.00001525879, 15073280.00390625, 60293120.015625, 241172480.0625, -1.5111574546622716e+23
27, 0, 0, 15073280, 15073280, 0.0, 0.0, 0.0, 58880.0, 235520.0, 942080.0, 230.0, 58880.0, 235520.0, 942080.0, 2.1122164116337979e-38
28, 0, 58880, 58880, 58880, 230.0, 920.0, 3680.0, 230.0, 920.0, 3680.0, 0.8984375, 230.0, 920.0, 3680.0, 8.250845357944523e-41
29, 230, 230, 230, 503316710, 0.8984375, 3.59375, 14.375, 0.8984375, 3.59375, 14.375, 7680.003509521484, 1966080.8984375, 7864323.59375, 31457294.375, 6.7764493705548e-21
30, 0, 0, 1966080, 52297728, 0.0, 0.0, 0.0, 7680.0, 30720.0, 122880.0, 798.0, 204288.0, 817152.0, 3268608.0, 4.643202685748036e-37
31, 0, 7680, 204288, 84090368, 30.0, 120.0, 480.0, 798.0, 3192.0, 12768.0, 1283.1171875, 328478.0, 1313912.0, 5255648.0, 6.165100528078266e-36
32, 30, 798, 328478, 328478, 3.1171875, 12.46875, 49.875, 1283.1171875, 5132.46875, 20529.875, 5.012176513671875, 1283.1171875, 5132.46875, 20529.875, 4.602957169644873e-40
33, 3, 1283, 1283, 167773443, 5.01171875, 20.046875, 80.1875, 5.01171875, 20.046875, 80.1875, 2560.019577026367, 655365.01171875, 2621460.046875, 10485840.1875, 6.16391842157172e-33
34, 5, 5, 655365, 655365, 0.01953125, 0.078125, 0.3125, 2560.01953125, 10240.078125, 40960.3125, 10.000076293945312, 2560.01953125, 10240.078125, 40960.3125, 9.183619680722337e-40
35, 0, 2560, 2560, 2560, 10.0, 40.0, 160.0, 10.0, 40.0, 160.0, 0.0390625, 10.0, 40.0, 160.0, 3.587324068671532e-42
36, 10, 10, 10, 10, 0.0390625, 0.15625, 0.625, 0.0390625, 0.15625, 0.625, 0.000152587890625, 0.0390625, 0.15625, 0.625, 1.401298464324817e-44
37, 0, 0, 0, 3355443200, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 51200.0, 13107200.0, 52428800.0, 209715200.0, -131072.0
38, 0, 0, 13107200, 13107200, 0.0, 0.0, 0.0, 51200.0, 204800.0, 819200.0, 200.0, 51200.0, 204800.0, 819200.0, 1.8367099231598242e-38
39, 0, 51200, 51200, 51200, 200.0, 800.0, 3200.0, 200.0, 800.0, 3200.0, 0.78125, 200.0, 800.0, 3200.0, 7.174648137343063e-41
40, 200, 200, 200, 1006633160, 0.78125, 3.125, 12.5, 0.78125, 3.125, 12.5, 15360.003051757812, 3932160.78125, 15728643.125, 62914572.5, 0.007812686264514923
41, 0, 0, 3932160, 591134720, 0.0, 0.0, 0.0, 15360.0, 61440.0, 245760.0, 9020.0, 2309120.0, 9236480.0, 36945920.0, 1.0191500421363742e-17
42, 0, 15360, 2309120, 86195200, 60.0, 240.0, 960.0, 9020.0, 36080.0, 144320.0, 1315.234375, 336700.0, 1346800.0, 5387200.0, 7.675243426900273e-36
43, 60, 9020, 336700, 336700, 35.234375, 140.9375, 563.75, 1315.234375, 5260.9375, 21043.75, 5.13763427734375, 1315.234375, 5260.9375, 21043.75, 4.718171929381659e-40
44, 35, 1315, 1315, 1342178595, 5.13671875, 20.546875, 82.1875, 5.13671875, 20.546875, 82.1875, 20480.020065307617, 5242885.13671875, 20971540.546875, 83886162.1875, 8591281152.0
45, 5, 5, 5242885, 5242885, 0.01953125, 0.078125, 0.3125, 20480.01953125, 81920.078125, 327680.3125, 80.00007629394531, 20480.01953125, 81920.078125, 327680.3125, 7.346846699131619e-39
46, 0, 20480, 20480, 20480, 80.0, 320.0, 1280.0, 80.0, 320.0, 1280.0, 0.3125, 80.0, 320.0, 1280.0, 2.8698592549372254e-41
47, 80, 80, 80, 855638096, 0.3125, 1.25, 5.0, 0.3125, 1.25, 5.0, 13056.001220703125, 3342336.3125, 13369345.25, 53477381.0, 2.9802606604789617e-08
48, 0, 0, 3342336, 3342336, 0.0, 0.0, 0.0, 13056.0, 52224.0, 208896.0, 51.0, 13056.0, 52224.0, 208896.0, 4.683610304057552e-39
49, 0, 13056, 13056, 13056, 51.0, 204.0, 816.0, 51.0, 204.0, 816.0, 0.19921875, 51.0, 204.0, 816.0, 1.8295352750224812e-41
50, 51, 51, 51, 51, 0.19921875, 0.796875, 3.1875, 0.19921875, 0.796875, 3.1875, 0.0007781982421875, 0.19921875, 0.796875, 3.1875, 7.146622168056567e-44
51, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
52, 0, 0, 0, 117440512, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1792.0, 458752.0, 1835008.0, 7340032.0, 9.62964972193618e-35
53, 0, 0, 458752, 458752, 0.0, 0.0, 0.0, 1792.0, 7168.0, 28672.0, 7.0, 1792.0, 7168.0, 28672.0, 6.428484731059385e-40
54, 0, 1792, 1792, 1792, 7.0, 28.0, 112.0, 7.0, 28.0, 112.0, 0.02734375, 7.0, 28.0, 112.0, 2.5111268480700722e-42
55, 7, 7, 7, 503316487, 0.02734375, 0.109375, 0.4375, 0.02734375, 0.109375, 0.4375, 7680.000106811523, 1966080.02734375, 7864320.109375, 31457280.4375, 6.776269232589371e-21
56, 0, 0, 1966080, 169738240, 0.0, 0.0, 0.0, 7680.0, 30720.0, 122880.0, 2590.0, 663040.0, 2652160.0, 10608640.0, 7.607423280329582e-33
57, 0, 7680, 663040, 151657984, 30.0, 120.0, 480.0, 2590.0, 10360.0, 41440.0, 2314.1171875, 592414.0, 2369656.0, 9478624.0, 1.6625251702549777e-33
58, 30, 2590, 592414, 2953382430, 10.1171875, 40.46875, 161.875, 2314.1171875, 9256.46875, 37025.875, 45065.03952026367, 11536650.1171875, 46146600.46875, 184586401.875, -4.985468704532536e-10
59, 10, 2314, 11536650, 45091082, 9.0390625, 36.15625, 144.625, 45065.0390625, 180260.15625, 721040.625, 688.0353088378906, 176137.0390625, 704548.15625, 2818192.625, 2.586606388552464e-37
60, 9, 45065, 176137, 1174581257, 176.03515625, 704.140625, 2816.5625, 688.03515625, 2752.140625, 11008.5625, 17922.6876373291, 4588208.03515625, 18352832.140625, 73411328.5625, 8364.0087890625
61, 176, 688, 4588208, 4588208, 2.6875, 10.75, 43.0, 17922.6875, 71690.75, 286763.0, 70.010498046875, 17922.6875, 71690.75, 286763.0, 6.42944882440284e-39
62, 2, 17922, 17922, 3187688962, 70.0078125, 280.03125, 1120.125, 70.0078125, 280.03125, 1120.125, 48640.27346801758, 12451910.0078125, 49807640.03125, 199230560.125, -0.12526705861091614
63, 70, 70, 12451910, 12451910, 0.2734375, 1.09375, 4.375, 48640.2734375, 194561.09375, 778244.375, 190.00106811523438, 48640.2734375, 194561.09375, 778244.375, 1.7448842360910833e-38
64, 0, 48640, 48640, 3707813376, 190.0, 760.0, 3040.0, 190.0, 760.0, 3040.0, 56576.7421875, 14483646.0, 57934584.0, 231738336.0, -5.798032676518625e+17
65, 190, 190, 14483646, 719126718, 0.7421875, 2.96875, 11.875, 56576.7421875, 226306.96875, 905227.875, 10973.002899169922, 2809088.7421875, 11236354.96875, 44945419.875, 3.9258001146777466e-13
66, 0, 56576, 2809088, 2809088, 221.0, 884.0, 3536.0, 10973.0, 43892.0, 175568.0, 42.86328125, 10973.0, 43892.0, 175568.0, 3.936370700553272e-39
67, 221, 10973, 10973, 10973, 42.86328125, 171.453125, 685.8125, 42.86328125, 171.453125, 685.8125, 0.1674346923828125, 42.86328125, 171.453125, 685.8125, 1.5376448049036218e-41
68, 42, 42, 42, 67108906, 0.1640625, 0.65625, 2.625, 0.1640625, 0.65625, 2.625, 1024.0006408691406, 262144.1640625, 1048576.65625, 4194306.625, 1.5046403024330722e-36
69, 0, 0, 262144, 50593792, 0.0, 0.0, 0.0, 1024.0, 4096.0, 16384.0, 772.0, 197632.0, 790528.0, 3162112.0, 3.879131357713549e-37
70, 0, 1024, 197632, 0, 4.0, 16.0, 64.0, 772.0, 3088.0, 12352.0, 0, 0, 0, 0, 0
71, 4, 772, 0, 0, 3.015625, 12.0625, 48.25, 0, 0, 0, 0, 0, 0, 0, 0
72, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
