offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
53, 0, 0, 524288, 524288, 0.0, 0.0, 0.0, 2048.0, 8192.0, 32768.0, 8.0, 2048.0, 8192.0, 32768.0, 7.346839692639297e-40
54, 0, 2048, 2048, 2048, 8.0, 32.0, 128.0, 8.0, 32.0, 128.0, 0.03125, 8.0, 32.0, 128.0, 2.8698592549372254e-42
55, 8, 8, 8, 419430408, 0.03125, 0.125, 0.5, 0.03125, 0.125, 0.5, 6400.0001220703125, 1638400.03125, 6553600.125, 26214400.5, 6.617451211311463e-24
56, 0, 0, 1638400, 169410560, 0.0, 0.0, 0.0, 6400.0, 25600.0, 102400.0, 2585.0, 661760.0, 2647040.0, 10588160.0, 7.366682037281177e-33
57, 0, 6400, 661760, 118102272, 25.0, 100.0, 400.0, 2585.0, 10340.0, 41360.0, 1802.09765625, 461337.0, 1845348.0, 7381392.0, 1.0389312946155083e-34
58, 25, 2585, 461337, 3288795673, 10.09765625, 40.390625, 161.5625, 1802.09765625, 7208.390625, 28833.5625, 50183.03944396973, 12846858.09765625, 51387432.390625, 205549729.5625, -540.1577758789062
59, 10, 1802, 12846858, 12846858, 7.0390625, 28.15625, 112.625, 50183.0390625, 200732.15625, 802928.625, 196.02749633789062, 50183.0390625, 200732.15625, 802928.625, 1.800228238679899e-38
60, 7, 50183, 50183, 671138823, 196.02734375, 784.109375, 3136.4375, 196.02734375, 784.109375, 3136.4375, 10240.765731811523, 2621636.02734375, 10486544.109375, 41946176.4375, 7.147934011993064e-15
61, 196, 196, 2621636, 2621636, 0.765625, 3.0625, 12.25, 10240.765625, 40963.0625, 163852.25, 40.00299072265625, 10240.765625, 40963.0625, 163852.25, 3.673694500818656e-39
62, 0, 10240, 10240, 1677731840, 40.0, 160.0, 640.0, 40.0, 160.0, 640.0, 25600.15625, 6553640.0, 26214560.0, 104858240.0, 9.456262180785359e+21
63, 40, 40, 6553640, 6553640, 0.15625, 0.625, 2.5, 25600.15625, 102400.625, 409602.5, 100.0006103515625, 25600.15625, 102400.625, 409602.5, 9.183605667737694e-39
64, 0, 25600, 25600, 3087033344, 100.0, 400.0, 1600.0, 100.0, 400.0, 1600.0, 47104.390625, 12058724.0, 48234896.0, 192939584.0, -3.061071038246155e-05
65, 100, 100, 12058724, 196608100, 0.390625, 1.5625, 6.25, 47104.390625, 188417.5625, 753670.25, 3000.0015258789062, 768000.390625, 3072001.5625, 12288006.25, 7.087480970062569e-32
66, 0, 47104, 768000, 768000, 184.0, 736.0, 2944.0, 3000.0, 12000.0, 48000.0, 11.71875, 3000.0, 12000.0, 48000.0, 1.0761972206014595e-39
67, 184, 3000, 3000, 3000, 11.71875, 46.875, 187.5, 11.71875, 46.875, 187.5, 0.0457763671875, 11.71875, 46.875, 187.5, 4.203895392974451e-42
68, 11, 11, 11, 100663307, 0.04296875, 0.171875, 0.6875, 0.04296875, 0.171875, 0.6875, 1536.0001678466797, 393216.04296875, 1572864.171875, 6291456.6875, 2.407415587329225e-35
69, 0, 0, 393216, 17170432, 0.0, 0.0, 0.0, 1536.0, 6144.0, 24576.0, 262.0, 67072.0, 268288.0, 1073152.0, 2.4611912970341645e-38
70, 0, 1536, 67072, 0, 6.0, 24.0, 96.0, 262.0, 1048.0, 4192.0, 0, 0, 0, 0, 0
71, 6, 262, 0, 0, 1.0234375, 4.09375, 16.375, 0, 0, 0, 0, 0, 0, 0, 0
72, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
