offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
52, 0, 0, 0, 1174405120, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 17920.0, 4587520.0, 18350080.0, 73400320.0, 8192.0
53, 0, 0, 4587520, 4587520, 0.0, 0.0, 0.0, 17920.0, 71680.0, 286720.0, 70.0, 17920.0, 71680.0, 286720.0, 6.428484731059385e-39
54, 0, 17920, 17920, 17920, 70.0, 280.0, 1120.0, 70.0, 280.0, 1120.0, 0.2734375, 70.0, 280.0, 1120.0, 2.511126848070072e-41
55, 70, 70, 70, 335544390, 0.2734375, 1.09375, 4.375, 0.2734375, 1.09375, 4.375, 5120.001068115234, 1310720.2734375, 5242881.09375, 20971524.375, 6.462402461608972e-27
56, 0, 0, 1310720, 169082880, 0.0, 0.0, 0.0, 5120.0, 20480.0, 81920.0, 2580.0, 660480.0, 2641920.0, 10567680.0, 7.125940794232773e-33
57, 0, 5120, 660480, 84546560, 20.0, 80.0, 320.0, 2580.0, 10320.0, 41280.0, 1290.078125, 330260.0, 1321040.0, 5284160.0, 6.492402236385347e-36
58, 20, 2580, 330260, 3976530452, 10.078125, 40.3125, 161.25, 1290.078125, 5160.3125, 20641.25, 60677.03936767578, 15533322.078125, 62133288.3125, 248533153.25, -2.5733556257352936e+27
59, 10, 1290, 15533322, 15533322, 5.0390625, 20.15625, 80.625, 60677.0390625, 242708.15625, 970832.625, 237.01968383789062, 60677.0390625, 242708.15625, 970832.625, 2.1766820264462896e-38
60, 5, 60677, 60677, 838921477, 237.01953125, 948.078125, 3792.3125, 237.01953125, 948.078125, 3792.3125, 12800.925857543945, 3277037.01953125, 13108148.078125, 52432592.3125, 7.504472598895973e-09
61, 237, 237, 3277037, 3277037, 0.92578125, 3.703125, 14.8125, 12800.92578125, 51203.703125, 204814.8125, 50.00361633300781, 12800.92578125, 51203.703125, 204814.8125, 4.5921069156356056e-39
62, 0, 12800, 12800, 1677734400, 50.0, 200.0, 800.0, 50.0, 200.0, 800.0, 25600.1953125, 6553650.0, 26214600.0, 104858400.0, 9.459144484546876e+21
63, 50, 50, 6553650, 6553650, 0.1953125, 0.78125, 3.125, 25600.1953125, 102400.78125, 409603.125, 100.00076293945312, 25600.1953125, 102400.78125, 409603.125, 9.183619680722337e-39
64, 0, 25600, 25600, 3707790336, 100.0, 400.0, 1600.0, 100.0, 400.0, 1600.0, 56576.390625, 14483556.0, 57934224.0, 231736896.0, -5.782199709078651e+17
65, 100, 100, 14483556, 719126628, 0.390625, 1.5625, 6.25, 56576.390625, 226305.5625, 905222.25, 10973.001525878906, 2809088.390625, 11236353.5625, 44945414.25, 3.9257757201288657e-13
66, 0, 56576, 2809088, 2809088, 221.0, 884.0, 3536.0, 10973.0, 43892.0, 175568.0, 42.86328125, 10973.0, 43892.0, 175568.0, 3.936370700553272e-39
67, 221, 10973, 10973, 10973, 42.86328125, 171.453125, 685.8125, 42.86328125, 171.453125, 685.8125, 0.1674346923828125, 42.86328125, 171.453125, 685.8125, 1.5376448049036218e-41
68, 42, 42, 42, 42, 0.1640625, 0.65625, 2.625, 0.1640625, 0.65625, 2.625, 0.000640869140625, 0.1640625, 0.65625, 2.625, 5.885453550164232e-44
69, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0
70, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0
71, 0, 0, 0, 0, 0.0, 0.0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0
72, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
