offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
37, 0, 0, 0, 2852126720, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 43520.0, 11141120.0, 44564480.0, 178257920.0, -1.1368683772161603e-13
38, 0, 0, 11141120, 11141120, 0.0, 0.0, 0.0, 43520.0, 174080.0, 696320.0, 170.0, 43520.0, 174080.0, 696320.0, 1.5612034346858506e-38
39, 0, 43520, 43520, 43520, 170.0, 680.0, 2720.0, 170.0, 680.0, 2720.0, 0.6640625, 170.0, 680.0, 2720.0, 6.098450916741604e-41
40, 170, 170, 170, 335544490, 0.6640625, 2.65625, 10.625, 0.6640625, 2.65625, 10.625, 5120.002593994141, 1310720.6640625, 5242882.65625, 20971530.625, 6.462479498806747e-27
41, 0, 0, 1310720, 672399360, 0.0, 0.0, 0.0, 5120.0, 20480.0, 81920.0, 10260.0, 2626560.0, 10506240.0, 42024960.0, 8.215650382226158e-15
42, 0, 5120, 2626560, 86512640, 20.0, 80.0, 320.0, 10260.0, 41040.0, 164160.0, 1320.078125, 337940.0, 1351760.0, 5407040.0, 7.902995457372092e-36
43, 20, 10260, 337940, 337940, 40.078125, 160.3125, 641.25, 1320.078125, 5280.3125, 21121.25, 5.15655517578125, 1320.078125, 5280.3125, 21121.25, 4.735548030339287e-40
44, 40, 1320, 1320, 838862120, 5.15625, 20.625, 82.5, 5.15625, 20.625, 82.5, 12800.020141601562, 3276805.15625, 13107220.625, 52428882.5, 7.451752992437832e-09
45, 5, 5, 3276805, 3276805, 0.01953125, 0.078125, 0.3125, 12800.01953125, 51200.078125, 204800.3125, 50.00007629394531, 12800.01953125, 51200.078125, 204800.3125, 4.591781814391882e-39
46, 0, 12800, 12800, 12800, 50.0, 200.0, 800.0, 50.0, 200.0, 800.0, 0.1953125, 50.0, 200.0, 800.0, 1.7936620343357659e-41
47, 50, 50, 50, 419430450, 0.1953125, 0.78125, 3.125, 0.1953125, 0.78125, 3.125, 6400.000762939453, 1638400.1953125, 6553600.78125, 26214403.125, 6.617484343469482e-24
48, 0, 0, 1638400, 1638400, 0.0, 0.0, 0.0, 6400.0, 25600.0, 102400.0, 25.0, 6400.0, 25600.0, 102400.0, 2.2958874039497803e-39
49, 0, 6400, 6400, 6400, 25.0, 100.0, 400.0, 25.0, 100.0, 400.0, 0.09765625, 25.0, 100.0, 400.0, 8.968310171678829e-42
50, 25, 25, 25, 25, 0.09765625, 0.390625, 1.5625, 0.09765625, 0.390625, 1.5625, 0.0003814697265625, 0.09765625, 0.390625, 1.5625, 3.5032461608120427e-44
51, 0, 0, 0, 2566914048, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 39168.0, 10027008.0, 40108032.0, 160432128.0, -6.617444900424222e-24
52, 0, 0, 10027008, 77135872, 0.0, 0.0, 0.0, 39168.0, 156672.0, 626688.0, 1177.0, 301312.0, 1205248.0, 4820992.0, 3.5970127135162e-36
53, 0, 39168, 301312, 301312, 153.0, 612.0, 2448.0, 1177.0, 4708.0, 18832.0, 4.59765625, 1177.0, 4708.0, 18832.0, 4.222280428826393e-40
54, 153, 1177, 1177, 1177, 4.59765625, 18.390625, 73.5625, 4.59765625, 18.390625, 73.5625, 0.0179595947265625, 4.59765625, 18.390625, 73.5625, 1.6493282925103097e-42
55, 4, 4, 4, 503316484, 0.015625, 0.0625, 0.25, 0.015625, 0.0625, 0.25, 7680.000061035156, 1966080.015625, 7864320.0625, 31457280.25, 6.77626680920867e-21
56, 0, 0, 1966080, 169738240, 0.0, 0.0, 0.0, 7680.0, 30720.0, 122880.0, 2590.0, 663040.0, 2652160.0, 10608640.0, 7.607423280329582e-33
57, 0, 7680, 663040, 151657984, 30.0, 120.0, 480.0, 2590.0, 10360.0, 41440.0, 2314.1171875, 592414.0, 2369656.0, 9478624.0, 1.6625251702549777e-33
58, 30, 2590, 592414, 1409878558, 10.1171875, 40.46875, 161.875, 2314.1171875, 9256.46875, 37025.875, 21513.039520263672, 5507338.1171875, 22029352.46875, 88117409.875, 2354321031168.0
59, 10, 2314, 5507338, 39061770, 9.0390625, 36.15625, 144.625, 21513.0390625, 86052.15625, 344208.625, 596.0353088378906, 152585.0390625, 610340.15625, 2441360.625, 1.5577894232112468e-37
60, 9, 21513, 152585, 1174557705, 84.03515625, 336.140625, 1344.5625, 596.03515625, 2384.140625, 9536.5625, 17922.3282623291, 4588116.03515625, 18352464.140625, 73409856.5625, 8341.0087890625
61, 84, 596, 4588116, 4588116, 2.328125, 9.3125, 37.25, 17922.328125, 71689.3125, 286757.25, 70.00909423828125, 17922.328125, 71689.3125, 286757.25, 6.429319904944122e-39
62, 2, 17922, 17922, 3187688962, 70.0078125, 280.03125, 1120.125, 70.0078125, 280.03125, 1120.125, 48640.27346801758, 12451910.0078125, 49807640.03125, 199230560.125, -0.12526705861091614
63, 70, 70, 12451910, 12451910, 0.2734375, 1.09375, 4.375, 48640.2734375, 194561.09375, 778244.375, 190.00106811523438, 48640.2734375, 194561.09375, 778244.375, 1.7448842360910833e-38
64, 0, 48640, 48640, 3707813376, 190.0, 760.0, 3040.0, 190.0, 760.0, 3040.0, 56576.7421875, 14483646.0, 57934584.0, 231738336.0, -5.798032676518625e+17
65, 190, 190, 14483646, 719126718, 0.7421875, 2.96875, 11.875, 56576.7421875, 226306.96875, 905227.875, 10973.002899169922, 2809088.7421875, 11236354.96875, 44945419.875, 3.9258001146777466e-13
66, 0, 56576, 2809088, 2809088, 221.0, 884.0, 3536.0, 10973.0, 43892.0, 175568.0, 42.86328125, 10973.0, 43892.0, 175568.0, 3.936370700553272e-39
67, 221, 10973, 10973, 10973, 42.86328125, 171.453125, 685.8125, 42.86328125, 171.453125, 685.8125, 0.1674346923828125, 42.86328125, 171.453125, 685.8125, 1.5376448049036218e-41
68, 42, 42, 42, 83886122, 0.1640625, 0.65625, 2.625, 0.1640625, 0.65625, 2.625, 1280.0006408691406, 327680.1640625, 1310720.65625, 5242882.625, 6.018561209732289e-36
69, 0, 0, 327680, 33882112, 0.0, 0.0, 0.0, 1280.0, 5120.0, 20480.0, 517.0, 132352.0, 529408.0, 2117632.0, 9.771296791210265e-38
70, 0, 1280, 132352, 0, 5.0, 20.0, 80.0, 517.0, 2068.0, 8272.0, 0, 0, 0, 0, 0
71, 5, 517, 0, 0, 2.01953125, 8.078125, 32.3125, 0, 0, 0, 0, 0, 0, 0, 0
72, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
