offset,8bit,short,24bit,32bit, fixed_8.8, fixed_10.6, fixed_12.4, fixed_16.8, fixed_18.6, fixed_20.4, fixed_16.16,fixed_24.8,fixed_26.6,fixed_28.4, float32
63, 70, 70, 12451910, 12451910, 0.2734375, 1.09375, 4.375, 48640.2734375, 194561.09375, 778244.375, 190.00106811523438, 48640.2734375, 194561.09375, 778244.375, 1.7448842360910833e-38
64, 0, 48640, 48640, 3707813376, 190.0, 760.0, 3040.0, 190.0, 760.0, 3040.0, 56576.7421875, 14483646.0, 57934584.0, 231738336.0, -5.798032676518625e+17
65, 190, 190, 14483646, 719126718, 0.7421875, 2.96875, 11.875, 56576.7421875, 226306.96875, 905227.875, 10973.002899169922, 2809088.7421875, 11236354.96875, 44945419.875, 3.9258001146777466e-13
66, 0, 56576, 2809088, 2809088, 221.0, 884.0, 3536.0, 10973.0, 43892.0, 175568.0, 42.86328125, 10973.0, 43892.0, 175568.0, 3.936370700553272e-39
67, 221, 10973, 10973, 10973, 42.86328125, 171.453125, 685.8125, 42.86328125, 171.453125, 685.8125, 0.1674346923828125, 42.86328125, 171.453125, 685.8125, 1.5376448049036218e-41
68, 42, 42, 42, 83886122, 0.1640625, 0.65625, 2.625, 0.1640625, 0.65625, 2.625, 1280.0006408691406, 327680.1640625, 1310720.65625, 5242882.625, 6.018561209732289e-36
69, 0, 0, 327680, 67436544, 0.0, 0.0, 0.0, 1280.0, 5120.0, 20480.0, 1029.0, 263424.0, 1053696.0, 4214784.0, 1.5634074865936424e-36
70, 0, 1280, 263424, 0, 5.0, 20.0, 80.0, 1029.0, 4116.0, 16464.0, 0, 0, 0, 0, 0
71, 5, 1029, 0, 0, 4.01953125, 16.078125, 64.3125, 0, 0, 0, 0, 0, 0, 0, 0
72, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
